feature,dominant_pc,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44
delta_dtlb_load_misses,13,0.0003947399878015981,0.00019097354273816877,-0.0014211077852900034,0.01141816727128368,0.013727435825679115,-0.005684291968071668,-0.002043617612921559,-0.016551310746141492,-0.013435263547097355,0.005419636801238768,0.5071291149694575,-0.2751926891670511,0.6108019622107437,0.5375131124235543,-0.04468970238284884,-0.025476508569428815,0.02969635337008137,0.004632866251408759,-0.0036716464166007432,0.01835462093068141,-0.009089242407139176,-0.0160989725226768,0.0015684067707715285,0.0006616992328188741,0.0009371926412102981,-0.0016793779870528736,2.69122566628875e-05,1.1727597163791374e-05,6.857854168652076e-07,-1.4337249310395693e-16,-2.523933006714454e-17,-8.264001299506466e-17,1.807826615480505e-18,7.549036584074478e-17,-2.513067877827998e-31,-9.466404300121964e-31,-4.296661216400292e-31,-1.273934538829176e-16,1.7669525622452552e-16,-3.8371151397415316e-17,-5.03011633378127e-17,8.821010991116265e-18,-4.576702557493851e-16,-2.8016666487419664e-16
delta_dtlb_store_misses,34,0.0,0.0,-1.2247442944613266e-22,-2.0110828642695485e-22,5.310499532590438e-22,7.99387343971246e-21,1.3660947373317356e-17,1.9081958235744878e-17,-2.636779683484747e-16,2.7755575615628914e-16,1.9905951886833861e-16,-9.020562075079397e-17,-1.249000902703301e-16,1.1796119636642288e-16,2.7755575615628914e-17,-1.1102230246251565e-16,-1.1102230246251565e-16,3.3306690738754696e-16,-1.942890293094024e-16,-9.974659986866641e-18,-7.233661369551725e-19,3.6083603553033194e-19,3.0895526751100605e-19,1.2671612890924333e-17,-3.6946518368048513e-19,-1.0573353461897821e-19,2.247108512303898e-20,-8.111390989337868e-19,-2.3020740659233767e-13,0.09913521670856543,0.03834475880149782,-0.07286530711764169,-0.32951858688309127,-0.5493643332666169,-4.2507502769601386e-17,-3.004887472527935e-16,-1.7566920697663896e-16,0.485746379733733,0.009172260764820153,-0.18654963779649186,-0.25109827387927686,-0.24136961895751896,0.20944788358635977,-0.3701302072767435
delta_node_load_misses,43,0.0,0.0,4.717110534183013e-22,7.747289606640695e-22,-2.0436014021005394e-21,-3.0802551650249645e-20,-5.2743047559630774e-17,-7.49454751730605e-17,1.0356299151581538e-15,-1.1102230246251565e-15,9.020562075079397e-17,-4.163336342344337e-16,6.661338147750939e-16,-2.220446049250313e-16,-3.469446951953614e-17,4.440892098500626e-16,3.885780586188048e-16,-5.551115123125783e-16,7.355227538141662e-16,3.916680348103885e-17,2.789358904647216e-18,-1.3920060045838367e-18,-1.1908555319456416e-18,-4.8811967651423566e-17,1.4230616735015275e-18,4.07218740813171e-19,-8.654263098384399e-20,3.123907288944629e-18,8.865869532124517e-13,0.48711799366019576,0.23067466360673097,0.017719195564336945,0.26664878250487145,0.1494664892628773,-7.330452668590122e-17,6.697366433108779e-17,2.0801394780042023e-17,-0.17716965935672352,-0.03532469626984327,-0.3666398283549591,-0.12557578113093915,0.06164908285845609,0.6525598687411606,0.057302100243667095
delta_disk_read_bytes,21,0.21461519136967697,0.12064663762365824,-0.1552362060222129,-0.12676179306738153,0.06629244971276733,0.0712010926201742,0.40175756591441847,-0.0845441093508719,-0.2109627698898377,-0.3240306675843017,-0.04678821109958638,0.01408052691477372,-0.020013825165089823,0.06951175498273555,-0.07516433797786153,0.04105129258686287,-0.002058801186607397,-0.02657207746361199,0.2944823320089176,0.049240203514539005,0.5023098940676985,-0.2077593641057201,0.1809706640213143,0.3455201611123639,0.13033427428497357,-0.03263456540751976,0.03226466929207591,-0.013390677072352534,8.202431424503958e-06,1.3162546196585083e-16,1.1401955363535746e-18,-4.609653564093551e-16,-2.037722867381212e-17,-5.607357954065738e-18,-4.035736676054369e-31,-1.5810302962410792e-30,-8.070157104510783e-31,1.4542472854464053e-17,3.7206313067187466e-16,-2.29728464096158e-17,8.10257811367082e-17,1.133819131016687e-16,-6.50143264714451e-16,-4.480819121576225e-16
delta_disk_write_bytes,7,0.08803470466818536,0.19166145599528295,-0.3769510929783151,-0.0015935219617751262,-0.01976947009460119,0.16087293059669575,0.5369940152675908,-0.06867595765475222,-0.05475692353258267,-0.17618148706918116,-0.02718611963096998,0.007254903329463255,-0.007846169886514568,0.04057312941453446,-0.04228860374660856,0.02333293357674045,-0.05082604599858863,-0.08943634032976427,0.054246975105686324,-0.007166109046468459,-0.3672557256461715,0.1360550266843564,-0.2119873101179372,-0.4821910784932333,-0.08880725817991467,-0.05368315103134685,-0.002055997196975493,0.004135991236160692,1.656262544097174e-05,3.432758357451667e-17,-9.169147943744693e-17,-3.702291216973788e-16,9.737623065276284e-18,1.758061997607035e-17,-2.539329261609655e-31,-1.0329699881334333e-30,-5.552578174822988e-31,6.734641592639608e-17,1.7473371997699805e-16,3.2717070761212035e-17,-1.211560683815079e-17,-3.077906847219974e-17,-2.9621393271605354e-16,-1.6767031993103266e-16
delta_net_recv_bytes,27,0.22708985330672538,0.3538356894682694,-0.18525854189975047,-0.3189532591167549,0.28113735762744885,-0.1341331869578951,-0.18459213229549293,0.04338327264800189,0.25055687045516534,0.0951668473491217,0.007669311179074592,-0.002719337684856172,0.00673255670993912,-0.010778915723472986,0.010710908960317,-0.0056664982713749016,-0.05657762777190174,-0.08929400225465609,-0.026929881807259696,-0.005100263560432681,-0.03154873567252198,-0.03723904304927828,-0.0008454588444239584,0.030188324317125096,0.09894558413798638,-0.16560337242648207,-0.6544195119616848,-0.03581684266766336,0.00016290052174733788,-9.320122968989153e-16,2.065435130879263e-16,-9.692911352717638e-16,2.247591404379434e-16,1.316279834084356e-16,-1.7411224217708215e-31,-5.915485333556263e-31,-3.1773191156960355e-31,-4.2601462761513617e-16,4.755797820822818e-15,-7.69634753013119e-16,-6.63235045785785e-16,-1.4200215357425343e-15,-2.6465614350435177e-16,4.2979889242243634e-16
delta_net_send_packets,26,0.333250506907847,0.3554929968350466,0.10709692511939864,0.06685191563170119,-0.0023866974865577976,-0.061179918069578086,-0.1444460765155209,0.02013449542800389,-0.01615800326479271,-0.07586914827574899,-0.008718170268563794,0.0011462567274509823,0.0018041666533161742,0.011464746929714073,-0.009155991188476072,0.004777328350127172,-0.021920933624531822,-0.026114705117913115,0.00010358839244619446,-0.016597463247392405,0.11321515184009376,0.004624428883785919,0.09292072733531548,-0.16618953608361114,-0.3644541919284967,0.728487924913639,0.032819641715138535,0.012093126046916293,-0.00033939372869049066,-1.5797837832690057e-17,5.64227972024759e-17,4.546748642263443e-16,-5.031230314779365e-16,2.1111470337861862e-16,-9.156476956613973e-32,-2.326867592346837e-31,3.7549465070907536e-32,-4.924361291392717e-16,-8.659793912786536e-15,3.2935200818355567e-16,-9.343905302945432e-16,-8.179896320155594e-16,-9.769066436741467e-17,3.623418293047565e-16
delta_net_recv_packets,26,0.21315393051841908,0.36022919273208087,0.4064609767801256,0.17262052397898722,-0.04885855519161248,0.11563734464097859,0.07308663903503791,-0.0025664687350258207,0.025305924545156996,0.02509681083375476,0.0020993209965984383,-0.0004589503332512583,0.00022048368391693304,-0.003821274672253601,0.0024437978456162456,-0.001724469557913005,-0.003584888559848164,-0.011913844814147197,-0.03939718518583782,-0.0046491956996829835,-0.03949186694931496,-0.009629473974776724,-0.03464085323417206,0.17045102138634965,-0.5246529903952166,-0.5391310781591585,0.0883996794399196,0.003755552846180865,5.1483270950882744e-05,5.5474880153003105e-18,-4.605316317121038e-17,-2.345826590174107e-17,7.758729201162255e-17,-4.4236212828822693e-17,5.491642912376865e-32,1.064264914130102e-31,2.8194324161713064e-32,1.1074174115851447e-16,9.250258847692335e-16,1.3232290838779377e-16,2.474164458916257e-16,3.3233399895991854e-16,1.1431878747619664e-16,-2.0726672950217925e-16
hw_numa_node_count,41,0.0,0.0,4.0307409599731675e-22,6.619986810240362e-22,-1.7462467668919095e-21,-2.632086035418108e-20,-4.507106333593017e-17,-6.406835265678133e-17,8.853195914914172e-16,-9.975226836562709e-16,-5.2565275343678344e-17,-1.4548293032994148e-16,4.736753659518903e-16,-1.6248339171407998e-16,3.9907462693455076e-17,3.7338572241046105e-16,3.324949884369045e-16,-5.322265902106168e-16,6.271912624335391e-16,3.34339264381501e-17,2.3834492064219487e-18,-1.189455138864519e-18,-1.017573246607247e-18,-4.1709376400616164e-17,1.2159944992368818e-18,3.4796510760895167e-19,-7.395001478358188e-20,2.669354967525858e-18,7.57581800487276e-13,0.036663737062306745,-0.07167561620442617,0.32471079683540083,0.15956533572284637,-0.5150741920830624,1.4916864424340054e-16,2.475166978321052e-16,1.5349702004294433e-16,-0.22025014022333844,-0.030184683978224897,0.05462511640811024,0.5771194697160229,-0.3941843105286612,0.1428052394667238,0.189926625203587
hw_freq_ratio,20,0.00510438758327832,0.0028528298902691035,-0.036852627848203284,0.19489219096721977,0.2035628393297415,-0.1018385157760834,-0.03312557493412777,-0.27028341885336316,-0.2707274033628974,0.23385494559080014,-0.03912020067222239,0.03889418655036941,-0.03581788328304312,0.07422011028512751,0.10042565194379206,-0.0882360910559934,-0.47401727239547997,-0.06403727611356293,0.003709570678313373,0.6627475494015079,-0.06581685902332277,-0.08030692041198492,0.001628644170201771,0.010662364187331961,-0.00379723373534142,0.0050091649775131425,-0.00016950094866451142,0.0003810786310925425,-6.336164468477734e-06,5.647759673045815e-17,7.079772099248887e-18,1.0322634417783198e-15,2.369894087855462e-17,-1.070315637707394e-17,7.875480418096982e-31,3.2113082210264995e-30,1.6400172897553658e-30,7.646398631444245e-17,-2.1872663445600667e-16,-4.933534694955056e-17,8.769528690069888e-18,7.67537436394445e-17,9.227650490099193e-16,8.27031880641781e-16
delta_fp_add_sub,34,0.0,0.0,4.227941154594779e-23,6.943863412665467e-23,-1.8316802407142295e-22,-2.7608583588195902e-21,-4.727612254214309e-18,-6.720283630097123e-18,9.286330163624591e-17,-1.0463255388409375e-16,-5.5136981794495175e-18,-1.5260054529286195e-17,4.9684948586739415e-17,-1.704327381956834e-17,4.185989761501274e-18,3.91653266234156e-17,3.487619917203154e-17,-5.582652734737119e-17,6.578760025954783e-17,3.5069649712367e-18,2.500057207790572e-19,-1.2476481081490802e-19,-1.067357056647478e-19,-4.374996824847377e-18,1.2754858816624858e-19,3.649889718620565e-20,-7.75679494145608e-21,2.799950638231958e-19,7.946457745757699e-14,-0.00692201095711098,0.04760918300496575,0.16172327748014362,-0.3084008819059337,0.6107423154767121,-1.7256596089786674e-16,-2.5752583933640067e-16,-3.9135664087074287e-16,0.2757635060835784,-0.003166144113384662,-0.13640595650895826,0.4479894517232144,-0.3829453686975487,0.11002073116957638,-0.22204811827246507
delta_fp_mult,36,0.0,0.0,1.786751413249877e-36,2.915225990039273e-36,-8.275480229788904e-36,-1.1134282490988707e-34,-1.910522504832138e-31,-2.9582283945787943e-31,4.141519752410312e-30,-4.141519752410312e-30,-2.341930812374879e-31,-6.409494854920721e-31,2.0214560696288428e-30,-7.642090019328552e-31,1.910522504832138e-31,1.5777218104420236e-30,1.5284180038657104e-30,-2.3665827156630354e-30,2.8596207814261678e-30,1.4791141972893971e-31,1.0785207688568521e-32,-5.3926038442842604e-33,-4.237045877651919e-33,-1.910522504832138e-31,5.585196838722984e-33,1.5888922041194696e-33,-3.490748024201865e-34,1.2711137632955757e-32,3.4331226595218434e-27,-2.7755575615628914e-17,1.1102230246251565e-16,-1.8041124150158794e-16,5.551115123125783e-17,1.3183898417423734e-16,0.338921619092416,0.9174257826514232,-0.2084755847532257,4.440892098500626e-16,-1.3530843112619095e-16,-5.551115123125783e-17,-1.1102230246251565e-16,-9.020562075079397e-17,-2.7755575615628914e-17,0.0
delta_fp_div,37,0.0,0.0,1.3635734469538535e-36,2.445028249710358e-36,-6.58276836460481e-36,-9.328723168125674e-35,-1.6640034719505718e-31,-2.2186712959340957e-31,3.1554436208840472e-30,-3.6484816866471796e-30,-1.910522504832138e-31,-5.423418723394456e-31,1.627025617018337e-30,-6.162975822039155e-31,1.4791141972893971e-31,1.2818989709841442e-30,1.232595164407831e-30,-1.9721522630525295e-30,2.3665827156630354e-30,1.2942249226282225e-31,8.859277744181285e-33,-4.4296388720906425e-33,-3.659266894335748e-33,-1.6640034719505718e-31,4.237045877651919e-33,1.2518544638517033e-33,-2.7685242950566515e-34,1.0400021699691074e-32,2.6253290925755273e-27,-2.42861286636753e-17,1.6653345369377348e-16,-0.0,-2.7755575615628914e-17,2.220446049250313e-16,0.2488420149152427,0.12628396320116073,0.9602760083700574,6.661338147750939e-16,-1.0755285551056204e-16,-2.7755575615628914e-17,2.220446049250313e-16,-0.0,8.326672684688674e-17,1.1102230246251565e-16
delta_fp_mac,35,0.0,0.0,-4.9370762734536075e-37,-9.874152546907215e-37,2.162909605513009e-36,3.3101920919155616e-35,5.854827030937197e-32,8.936314941956774e-32,-1.0846837446788912e-30,1.2818989709841442e-30,5.854827030937197e-32,1.9721522630525295e-31,-5.9164567891575885e-31,1.9721522630525295e-31,-5.546678239835239e-32,-4.683861624749758e-31,-4.190823558986625e-31,6.656013887802287e-31,-7.888609052210118e-31,-4.0059342843254506e-32,-3.0814879110195774e-33,1.6370404527291505e-33,1.1074097180226606e-33,5.546678239835239e-32,-1.6370404527291505e-33,-4.333342374871281e-34,9.027796614315168e-35,-3.274080905458301e-33,-9.592548607487504e-28,6.071532165918825e-18,-0.0,-1.1102230246251565e-16,0.0,5.551115123125783e-17,0.9073090916136008,-0.37733578410300833,-0.18549371501662906,-1.249000902703301e-16,4.336808689942018e-17,-0.0,-5.551115123125783e-17,5.551115123125783e-17,-2.7755575615628914e-17,0.0
syscall_class_file,28,0.4100421121849977,-0.275096505882449,0.015223887056033353,-0.04801864799033772,-0.08950518260689747,0.02262220198426528,-0.02435387621019343,-0.024317844056214566,-0.2891690342016452,0.055813951056043525,0.01726636191255507,-0.0028627077488690964,-0.004179114515767827,-0.025355664756499634,0.025081765681499443,-0.013974170786730827,0.14076573318631408,0.23003716940219732,-0.023370912181236228,0.02392628068849706,-0.042310602242081795,0.09679165575773864,-0.041235267582759735,-0.020066603337311608,-0.01745797337942509,-0.04471799097342285,-0.2027426426245168,0.6864942060882555,-0.23156311285740022,1.2439796180338421e-13,1.52272498815075e-14,4.18117695557844e-13,-3.1280547385418423e-13,9.250660132981649e-14,6.319086737544894e-30,8.305883516188249e-29,1.3952655907069967e-28,-2.291809866685562e-13,-5.932710378978289e-12,2.668527193680976e-13,-4.4881033611293163e-13,-2.9889894798851664e-13,6.801404121233783e-15,1.5915755530760006e-13
syscall_class_network,25,0.17090073719771512,0.2524026061150937,0.4418578292468051,0.17393586277469295,-0.0509643466348044,0.1309203022714841,0.006708513575370158,0.008683689842600192,-0.12861599039086588,-0.26208992973942963,-0.038256185600717536,0.009595593718078171,-0.004219607973725902,0.045242140974639466,-0.039377188783544036,0.014797676115609762,-0.08971035401522097,-0.09288006389247987,-0.34085666144541593,-0.023597303377350064,-0.10289858648730187,0.022293905022043085,-0.053876930718159424,-0.06633401786047219,0.6465754913217938,0.02351409451484383,-0.02620687282659419,-0.0032360349714016376,-0.0002571183886624797,2.401395731518124e-16,1.0909688547866802e-17,6.049539654212753e-16,-3.3459501612585786e-16,7.499477707652623e-17,6.66508812090861e-32,3.6981937581645717e-31,2.7872652874891376e-31,-1.9229723729751513e-16,-6.297166973558401e-15,2.1664523051906804e-16,-3.982063188571605e-16,-2.1072136585462136e-16,6.225077354408822e-17,2.148047014172403e-16
syscall_class_memory,6,0.024075460365173152,0.03870376187939032,-0.24304253916528698,0.13061457883413186,0.08571591867128397,0.6314796443301567,-0.18094993132109638,0.14718494716485042,-0.04481448327270024,0.019540734306594507,0.012994218584981187,-0.007734363680414265,0.02970351436678521,-0.04001272332613729,0.06255571649853287,-0.04551754954764145,-0.07219318939675375,0.007608025037018205,0.009257571806062345,-0.024333558714908415,-0.23576567583465668,0.147284500509856,0.5874990281144161,0.14685109694590662,0.012404847638493208,0.007873925061694308,0.004791644036193861,-0.0005807416971238099,-2.339248129494962e-05,-4.166437303100107e-17,1.6342405885210791e-18,8.338101802050615e-17,3.4191261239749944e-17,-3.67264214352054e-18,1.1829341379945112e-31,4.679283363098246e-31,2.507854101449126e-31,-3.3231951586207334e-17,-4.845044716660023e-16,-4.4500114551622755e-18,-5.080532266816232e-18,-3.565026482747916e-17,1.6886797776974565e-16,1.0044533247705928e-16
syscall_class_process,24,0.06509429410473407,0.20287613030562573,-0.3900099191024893,0.303390198255418,-0.38781786354615216,-0.15759218425218094,-0.06092161556625708,0.007376749739138751,0.0034336391775211033,0.006386165975785462,0.0027489015054250948,-0.0014100539471687166,0.0002892013298194644,-0.004780332389551985,-0.002518151699537965,0.002366485709229609,0.020761804256812642,0.005229040982051742,-0.04001473878018293,-0.023777354480148803,-0.2374311440916766,0.08524496450636508,-0.30540988740001845,0.5943418912690767,0.06586050568695322,0.11913708938036506,-0.00592690007794201,-0.0007797244591903732,-0.00039062331687169955,1.903316950430251e-16,7.867517441886011e-17,7.310110359695197e-16,-4.9420404324463725e-16,1.2961702247066213e-16,8.192983699201824e-32,4.267037716600135e-31,4.047939032595427e-31,-4.530824004822521e-16,-9.792795349783205e-15,3.7582669326580086e-16,-7.15550990195813e-16,-4.805193797918079e-16,4.891977114191392e-17,2.233522324658332e-16
syscall_class_other,28,0.42504251665449244,-0.3554579912928706,0.018819440121414593,0.06404452459807201,-0.09096739075347043,0.02120175863461407,0.02293331542928646,0.006062288649564784,0.05728082286077851,0.026925774738216557,0.004171158625430013,-0.001161449294822109,0.0031777566518394807,-0.004271877069659027,0.001955237166837561,-3.6900044242960054e-05,-0.028735731154089214,-0.04574301872641148,0.0015041149249980317,0.001085688716328114,-0.03789775470419686,-0.005112265517885105,-0.014341012184675447,-0.015184047876641,-0.015923145205483772,-0.013586806120125278,-0.062089081044184355,-0.577878004866743,-0.5763088864323824,3.164549206872332e-13,3.7794903499750076e-14,1.0536770000094355e-12,-7.882157259228432e-13,2.3220821398355e-13,1.4445546310864724e-29,2.0283535701553236e-28,3.4807346324700172e-28,-5.752775158588401e-13,-1.477080550282163e-11,6.744847619527058e-13,-1.1273294592020405e-12,-7.47226567142023e-13,1.5598032111358135e-14,3.966498495213812e-13
syscall_class_sched,19,0.030708228390191397,0.10280393025239778,-0.12810029192230019,0.10217669979137937,-0.09711999470005066,0.08126616330349934,0.4023289978099925,-0.07424027144666054,0.16723074534852192,0.5280407305550129,0.07260811560928501,-0.016310353393731936,0.005520554346576064,-0.08694572380008689,0.08794499190570608,-0.03901345120930378,0.1033058149840417,0.1587503020030125,-0.5302759336054,-0.01597244535425228,0.30777704459517596,-0.09839664439374551,0.1339388415265483,-0.03673642731240611,0.06297851217910687,0.06348162357254769,-0.005350711333754817,-0.00043914937100788984,-0.00032985501454788643,1.226515269888541e-16,5.746339298062839e-17,1.6569828390514488e-15,-4.434715664276306e-16,9.355472765698705e-17,1.0144577434685932e-30,4.187081184552306e-30,2.255462390245176e-30,-3.427765428704427e-16,-8.397359980861541e-15,2.652689986762627e-16,-6.278275117108137e-16,-4.733758218079481e-16,1.2107655084003277e-15,1.3263045796851227e-15
syscall_class_signal,24,0.042569463994885995,0.13973615588988925,-0.26947331976240885,0.32500728982178856,-0.40683942997145195,-0.24700652363933093,-0.3177669237966563,0.03199252266058396,-0.06948238451661448,-0.09479207063121921,-0.011363118235597295,0.002612465198486784,-0.0022714175306598598,0.012008897783436615,-0.015364267185972646,0.006628514494884384,0.01120815094935569,0.01069778861940667,0.0779040444341096,0.009174088856585263,0.2673754267899227,-0.11373214270977008,0.27309358650485593,-0.43522147930145516,0.07690711711325907,-0.31098376159367913,-0.007283034227435851,-0.003610404051373735,0.0002942781618107915,-8.017728298802397e-17,-5.901025361406137e-17,-6.275982399395291e-16,4.1872245975281357e-16,-1.0545755397132035e-16,-1.6016302367102824e-31,-7.3360958947434555e-31,-5.164867124753615e-31,3.845119354587231e-16,7.380670586197009e-15,-2.160955350125089e-16,6.12533756567418e-16,4.827851967147019e-16,-1.2260925870380854e-16,-3.469341410393816e-16
syscall_class_time,19,0.06919188599071338,0.18419490335387223,0.2253700955406773,0.1507404566424675,-0.0709436628752766,0.06647611737134498,0.11074161677913391,-0.01646604458896283,0.17367668398060943,0.41932923648191833,0.060601872440333014,-0.015208598729360675,0.006401461330332064,-0.07563315147789419,0.0641600240125652,-0.02621526896513957,0.15830590031856906,0.16023505028069152,0.6949435212267078,0.04440820767301494,-0.08536489994354135,0.039764096696751655,-0.01859105047435109,-0.07734786684425315,0.2995492349283189,0.0686483778161839,0.002671840204614367,-0.0036170593692633466,4.0251363613918344e-05,1.1381686995621944e-16,-1.0458688244222875e-17,-2.2100195639826987e-16,4.228288979399576e-17,-3.644859912051781e-17,-2.1994261052384546e-31,-8.437267211912976e-31,-4.414075650312521e-31,1.3092785730365716e-16,1.0329735121095997e-15,-7.528344556057492e-17,1.6735082091654184e-16,1.9297986090249909e-16,-3.0719230621303856e-16,-1.4306455511228298e-16
